订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态
DD202402345,2024-10-30,拼多多,P046,网易严选 保温杯,99,3.0,297.0,U0182,宁夏,已完成
DD202400932,2024-04-25,京东,P037,海飞丝 洗发水,¥59.9,1.0,59.9,U0007,宁夏,已发货
DD202402974,2024-02-23,抖音,P026,小米电视65寸,2999,4.0,11996.0,U0136,江西,已完成
DD202401788,2024-02-21,天猫,P002,iPhone 15 Pro 256G,8999,-2.0,-17998.0,U0088,江西,已退款
DD202401103,2024-08-09,天猫,P013,戴尔 U2723QE 显示器,3499,3.0,10497.0,,上海,已完成
DD202400460,2024-12-09,天猫,P011,罗技 MX Master 3S 鼠标 ,699,4.0,2796.0,U0069,云南,已完成
DD202401126,2024-07-08,微信小程序,P021,米家扫地机器人 ,1599,5.0,7995.0,U0180,甘肃,已完成
DD202400852,2024-07-12,天猫,P043,星巴克 咖啡豆,128,5.0,640.0,U0087,江苏,已完成
DD202402773,2024-04-29,天猫,P028,李宁 跑步鞋,399,5.0,1995.0,U0070,海南,已完成
DD202400537,2024-09-17,天猫,P048,公牛 插线板,49.9,5.0,249.5,U0185,河南,已完成
DD202400109,2024-12-27,京东,P023,九阳破壁机,¥399,4.0,1596.0,U0184,青海,已完成
DD202400521,2024-12-17,微信小程序,P041,蒙牛纯牛奶24盒,69.9,-2.0,,U0096,云南,已退款
DD202400390,2024-08-16,天猫,P013,戴尔U2723QE显示器,3499,5.0,17495.0,U0175,湖南,已取消
DD202400667,2024-02-18,微信小程序,P004,小米 14 12+256G,4299,2.0,8598.0,U0021,广西,已完成
DD202402222,2024-01-23,拼多多,P024,戴森 V12 吸尘器,3290,3.0,9870.0,U0003,新疆,已完成
DD202400646,2024-01-26,拼多多,,完美日记 口红,89,3.0,267.0,U0156,上海,已完成
DD202401454,2024-09-18,京东,P009,小米手环8,249,2.0,498.0,,广西,已发货
DD202400843,2024-07-21,抖音,P023,九阳破壁机,399,2.0,798.0,U0017,湖北,已完成
DD202401397,2024-03-04,微信小程序,P030,南极人 棉袜5双装,29.9,5.0,149.5,U0073,宁夏,已完成
DD202402507,2024-12-29,京东,P036,云南白药 牙膏,¥39.9,1.0,39.9,U0182,山西,已完成
DD202401188,2024/11/14,京东,P035,欧莱雅 洗面奶,129,4.0,516.0,U0080,海南,待发货
DD202402546,2024-07-12,拼多多,P043,星巴克 咖啡豆 ,128,5.0,640.0,,,已完成
DD202400694,2024-03-11,微信小程序,,九阳破壁机,¥399,1.0,399.0,U0074,辽宁,已完成
DD202400954,2024-09-23,拼多多,P009,小米手环8,249,3.0,,U0030,江苏,已完成
DD202402532,2024-02-16,天猫,P007,AirPods Pro 2,1899,4.0,7596.0,U0063,山西,已完成
DD202400359,2024-12-25,天猫,P038,全棉时代洗脸巾,49.9,4.0,199.6,U0135,四川,已完成
DD202402584,2024-04-08,拼多多,P042,农夫山泉 矿泉水 ,¥36,4.0,144.0,U0194,新疆,待发货
DD202401165,2024/4/17,抖音,P012,机械键盘 87键 ,199,5.0,995.0,U0149,重庆,已发货
DD202402370,2024-10-19,微信小程序,,联想小新 Pro16 笔记本 ,¥5799,-3.0,-17397.0,U0043,内蒙古,已退款
DD202401854,2024-06-01,天猫,P002,iphone 15 pro 256g,8999,5.0,44995.0,U0158,甘肃,已取消
DD202402901,2024-03-26,京东,P010,小米 充电宝20000mah,129,1.0,64.5,U0011,四川,已完成
DD202400515,2024-12-17,京东,P011,罗技 MX Master 3S 鼠标,699,2.0,1398.0,U0041,河南,已完成
DD202402338,2024-03-11,天猫,P043,星巴克 咖啡豆,128,4.0,512.0,U0081,江西,待发货
DD202400170,2024-04-03,天猫,P012,机械键盘 87键,199,5.0,995.0,U0199,湖北,已完成
DD202401432,2024-11-28,拼多多,P024,戴森 V12 吸尘器,¥3290,,,U0135,天津,已完成
DD202402653,2024-05-09,天猫,P009,小米手环8 ,249,5.0,1245.0,U0064,内蒙古,已完成
DD202402418,2024-12-01,京东,P035,欧莱雅 洗面奶,129,5.0,,U0091,青海,已完成
DD202402277,2024-05-27,天猫,P001,iPhone 15 128G,¥5999,4.0,,U0020,上海,已取消
DD202402952,2024-05-15,抖音,P012,机械键盘 87键,¥199,2.0,398.0,U0076,宁夏,已完成
DD202400619,20240419,微信小程序,P012,机械键盘 87键,199,-3.0,-597.0,U0171,陕西,已退款
DD202401479,2024-05-10,天猫,P005,荣耀 magic6,¥3999,3.0,11997.0,U0097,黑龙江,已发货
DD202402694,2024-10-11,天猫,P027,优衣库圆领T恤,79,2.0,158.0,U0014,湖南,已完成
DD202400844,2024-03-16,天猫,P037,海飞丝 洗发水,¥59.9,1.0,59.9,U0071,内蒙古,已完成
DD202400315,,京东,P030,南极人棉袜5双装,29.9,2.0,59.8,U0137,广东,已取消
DD202400144,2024/2/13,京东,P014,联想小新 Pro16 笔记本,¥5799,4.0,23196.0,U0062,广西,已发货
DD202402870,2024-07-05,天猫,P008,索尼 WH-1000XM5 耳机 ,2399,0.0,,U0065,内蒙古,已完成
DD202400771,2024-04-21,拼多多,P042,农夫山泉 矿泉水,36,2.0,72.0,U0098,陕西,已完成
DD202402482,2024/8/31,天猫,P048,公牛 插线板,49.9,5.0,249.5,U0113,重庆,已发货
DD202401063,2024-08-04,微信小程序,P015,华为平板 MatePad 11,2199,1.0,2199.0,U0008,辽宁,已完成
DD202401315,2024/5/15,京东,P001,iPhone 15 128G,5999,4.0,23996.0,U0032,广东,已完成
DD202401106,2024-03-13,天猫,P001,iPhone 15 128G,¥5999,,,U0172,广西,已完成
DD202402806,2024-03-10,拼多多,P043,星巴克 咖啡豆,128,,,U0060,青海,已完成
DD202402441,2024-03-14,京东,P046,网易严选 保温杯,,2.0,,,海南,已发货
DD202400330,2024/4/27,京东,P012,机械键盘 87键,199,-2.0,-398.0,U0008,湖南,已退款
DD202401724,2024/1/23,抖音,P004,小米 14 12+256g,,1.0,,U0143,安徽,已完成
DD202402069,2024-12-07,抖音,P014,联想小新 Pro16 笔记本,5799,2.0,11598.0,U0009,四川,已完成
DD202400191,2024-02-06,抖音,P014,联想小新Pro16笔记本,5799,1.0,5799.0,U0008,海南,已完成
DD202401539,2024-02-19,,P021,米家扫地机器人,,2.0,,U0170,天津,已完成
DD202401375,2024-07-08,微信小程序,P020,格力 电风扇,¥199,3.0,597.0,U0111,江苏,已完成
DD202400458,2024/11/9,拼多多,P046,网易严选保温杯,99,3.0,297.0,U0131,上海,已完成
DD202401481,20240418,京东,P011,罗技 MX Master 3S 鼠标,699,3.0,2097.0,U0013,湖北,已发货
DD202401590,2024-11-21,拼多多,P011,罗技 MX Master 3S 鼠标,¥699,5.0,1747.5,U0167,吉林,已完成
DD202401500,2024-10-27,天猫,P031,波司登 羽绒服 ,1299,5.0,6495.0,U0063,海南,已完成
DD202402531,20241227,天猫,P013,戴尔 U2723QE 显示器,3499,5.0,17495.0,U0175,新疆,已完成
DD202402079,2024-06-25,京东,P013,戴尔 U2723QE 显示器,3499,-3.0,-10497.0,U0064,山西,已退款
DD202401460,2024-03-08,天猫,P021,米家扫地机器人,1599,1.0,799.5,U0142,河北,待发货
DD202402155,2024-05-30,拼多多,P050,宜家 收纳箱,¥69,3.0,207.0,U0171,黑龙江,已完成
DD202401928,2024-06-27,天猫,P029,阿迪达斯 运动外套,599,4.0,2396.0,U0112,山西,已取消
DD202401838,2024-04-11,京东,P014,联想小新 Pro16 笔记本,¥5799,5.0,28995.0,U0132,湖北,已完成
DD202400526,2024/7/9,抖音,P045,金龙鱼 食用油5L,89.9,1.0,44.95,U0173,四川,已完成
DD202401078,2024-04-06,拼多多,P050,宜家收纳箱,¥69,-1.0,-69.0,U0120,甘肃,已退款
DD202400398,2024-03-14,抖音,P004,小米 14 12+256G,¥4299,4.0,17196.0,U0078,湖北,已发货
DD202401891,2024-08-30,京东,P002,iPhone 15 Pro 256G,,5.0,,U0081,四川,已完成
DD202400538,2024-05-08,微信小程序,P041,蒙牛 纯牛奶24盒,¥69.9,2.0,139.8,U0124,辽宁,已完成
DD202400612,2024-11-20,抖音,P005,荣耀Magic6,3999,2.0,,U0143,宁夏,已完成
DD202400855,2024-01-29,拼多多,,戴尔 u2723qe 显示器,3499,1.0,3499.0,U0076,湖北,已完成
DD202400933,2024/7/31,京东,P050,宜家 收纳箱,¥69,-3.0,-207.0,U0140,贵州,已退款
DD202400934,2024-09-26,拼多多,P005,荣耀 magic6,3999,5.0,19995.0,U0037,甘肃,已取消
DD202400609,2024-12-04,拼多多,P013,戴尔U2723QE显示器,,1.0,,U0114,内蒙古,待发货
DD202401345,2024-08-08,天猫,P022,苏泊尔电饭煲,299,5.0,1495.0,U0086,山西,已完成
DD202400741,2024-05-04,京东,P006,Redmi K70,2499,4.0,9996.0,U0144,新疆,已取消
DD202401093,2024-07-29,京东,P040,三只松鼠 坚果礼盒,99,1.0,99.0,U0067,陕西,已完成
DD202400802,2024-04-02,天猫,P013,戴尔 U2723QE 显示器,"3,499",1.0,3499.0,U0092,重庆,已发货
DD202401998,2024-03-15,拼多多,P044,良品铺子 零食大礼包,139,4.0,556.0,U0065,安徽,已完成
DD202402163,2024-02-02,抖音,P029,阿迪达斯 运动外套,599,5.0,2995.0,U0003,贵州,已完成
DD202402900,2024-01-10,微信小程序,P016,得力 A4 打印纸,29.9,5.0,149.5,U0080,上海,已完成
DD202401930,2024-04-14,京东,P043,星巴克 咖啡豆,¥128,-1.0,-128.0,U0089,青海,已退款
DD202401349,2024-07-08,京东,P024,戴森 v12 吸尘器,3290,-3.0,-9870.0,U0164,上海,已退款
DD202402605,2024-09-13,京东,P030,南极人 棉袜5双装,29.9,3.0,89.69999999999999,U0091,北京,已发货
DD202400281,20240903,京东,P017,得力 文件夹,15.9,1.0,15.9,U0091,河南,已完成
DD202401448,2024-11-28,天猫,P006,Redmi K70,2499,1.0,2499.0,U0111,山西,已完成
DD202401042,2024/2/12,京东,P030,南极人棉袜5双装,29.9,5.0,149.5,U0191,天津,已发货
DD202401690,2024-10-07,天猫,P048,公牛 插线板,¥49.9,3.0,149.7,U0014,山东,已完成
DD202400571,2024-04-18,天猫,P014,联想小新 Pro16 笔记本,5799,5.0,28995.0,U0056,陕西,已完成
DD202400743,2024-08-29,天猫,P001,iPhone 15 128G,5999,4.0,23996.0,U0030,山西,已发货
DD202402132,2024/9/27,抖音,P049,苏泊尔炒锅,159,1.0,159.0,U0167,广西,已完成
DD202401311,2024-07-10,京东,P012,机械键盘 87键,¥199,5.0,995.0,U0047,江苏,已完成
DD202402813,2024-01-05,抖音,P007,AirPods Pro 2,1899,2.0,3798.0,U0145,河北,已完成
DD202402861,2024/11/12,微信小程序,P046,网易严选 保温杯,99,2.0,198.0,,四川,已完成
DD202400260,2024-08-05,抖音,P002,iPhone 15 Pro 256G,8999,2.0,17998.0,U0070,江苏,已完成
DD202401665,2024-02-11,天猫,P015,华为平板 MatePad 11,¥2199,4.0,8796.0,U0036,海南,已完成
DD202401005,2024/12/9,天猫,P010,小米 充电宝20000mAh,,3.0,,U0046,河南,已发货
DD202400241,2024-10-05,天猫,P009,小米手环8,¥249,5.0,1245.0,U0090,浙江,已完成
DD202400738,2024-08-02,京东,P015,华为平板 MatePad 11 ,¥2199,2.0,4398.0,U0116,,已发货
DD202400936,2024-06-08,拼多多,P020,格力 电风扇,199,4.0,796.0,U0095,新疆,已发货
DD202401075,2024-06-13,天猫,,九阳破壁机,399,3.0,1197.0,U0182,安徽,已发货
DD202402165,2024/5/20,抖音,,雅诗兰黛 小棕瓶 ,950,4.0,3800.0,U0078,江西,已完成
DD202402120,2024-01-19,抖音,P007,airpods pro 2,1899,-2.0,-3798.0,U0051,江苏,已退款
DD202400929,2024-03-07,拼多多,P002,iPhone 15 Pro 256G,¥8999,5.0,44995.0,U0143,黑龙江,待发货
DD202401959,2024-04-30,抖音,P015,华为平板 MatePad 11 ,2199,2.0,4398.0,U0080,江西,已完成
DD202402200,20241129,拼多多,P026,小米电视 65寸,"2,999",-2.0,,U0029,上海,已退款
DD202401909,2024-04-25,拼多多,P046,网易严选保温杯,99,3.0,297.0,U0075,山东,已完成
DD202400464,2024-09-16,京东,P009,小米手环8,249,5.0,1245.0,U0149,黑龙江,已发货
DD202400653,2024-09-07,京东,P015,华为平板 MatePad 11,2199,5.0,10995.0,U0193,河南,已完成
DD202401008,2024-10-14,拼多多,P002,iPhone 15 Pro 256G,¥8999,2.0,17998.0,U0196,广东,已完成
DD202402279,,京东,P005,荣耀 Magic6 ,3999,-2.0,-7998.0,U0135,江西,已退款
DD202400040,2024-10-30,天猫,P023,九阳破壁机,399,2.0,798.0,U0072,内蒙古,已完成
DD202400452,,抖音,P010,小米 充电宝20000mAh,129,1.0,129.0,U0113,湖北,已完成
DD202402447,2024-08-10,拼多多,P019,海尔 10kg 滚筒洗衣机,1899,2.0,3798.0,U0075,辽宁,已完成
DD202401541,20241228,拼多多,P040,三只松鼠 坚果礼盒,99,2.0,198.0,U0148,江苏,已完成
DD202402498,2024-10-20,京东,P046,网易严选 保温杯,99,3.0,297.0,U0150,宁夏,待发货
DD202401748,2024-10-07,天猫,,全棉时代 浴巾,¥79,5.0,395.0,U0104,浙江,已取消
DD202402995,2024-07-30,抖音,P002,iPhone 15 Pro 256G,8999,4.0,35996.0,U0011,江西,已完成
DD202402536,2024-05-02,京东,P033,兰蔻 小黑瓶精华,760,-1.0,-760.0,U0038,青海,已退款
DD202402842,2024-07-03,天猫,P027,优衣库 圆领T恤,79,-1.0,-79.0,U0045,浙江,已退款
DD202402930,2024-02-28,京东,P024,戴森 v12 吸尘器,3290,2.0,6580.0,U0059,上海,待发货
DD202401939,2024-07-21,天猫,P048,公牛 插线板,49.9,3.0,149.7,U0196,海南,待发货
DD202401749,2024-05-16,京东,P020,格力 电风扇,199,2.0,398.0,U0087,新疆,已完成
DD202400709,20240426,抖音,P050,宜家 收纳箱 ,69,5.0,345.0,U0085,北京,已完成
DD202400747,2024-03-26,抖音,P002,iPhone 15 Pro 256G ,¥8999,4.0,35996.0,U0173,内蒙古,已发货
DD202400812,2024-06-06,京东,P005,荣耀 Magic6,3999,0.0,,U0168,云南,已取消
DD202400500,2024-09-19,微信小程序,P036,云南白药 牙膏,39.9,4.0,159.6,U0084,云南,已完成
DD202401940,20240927,拼多多,P013,戴尔U2723QE显示器,3499,5.0,17495.0,U0038,安徽,已取消
DD202402681,2024-07-27,天猫,P027,优衣库 圆领T恤,79,4.0,316.0,U0140,湖南,已完成
DD202400618,2024/2/1,京东,P032,太平鸟 牛仔裤,259,4.0,1036.0,U0190,安徽,已完成
DD202400331,2024-05-04,天猫,P028,李宁跑步鞋,,4.0,,U0035,新疆,已完成
DD202402244,2024-08-08,拼多多,P025,海尔冰箱 501L,3999,-1.0,-3999.0,U0119,河南,已退款
DD202402556,2024-06-17,天猫,P026,小米电视 65寸,2999,3.0,8997.0,,广西,待发货
DD202400592,2024-05-17,京东,P020,格力 电风扇,199,5.0,497.5,U0018,福建,已完成
DD202401062,2024-07-11,京东,P045,金龙鱼 食用油5L,89.9,4.0,359.6,U0136,河北,已取消
DD202401467,2024-03-02,京东,P001,iPhone 15 128G,¥5999,4.0,23996.0,U0063,广东,已取消
DD202402242,2024-01-11,天猫,P045,金龙鱼食用油5L,89.9,3.0,269.70000000000005,U0184,海南,已取消
DD202402523,2024-08-31,天猫,P039,完美日记 口红,89,1.0,89.0,U0162,北京,已完成
DD202401234,2024-05-21,天猫,P037,海飞丝 洗发水 ,59.9,2.0,119.8,U0192,青海,待发货
DD202402873,2024-09-15,拼多多,P013,戴尔 U2723QE 显示器,¥3499,2.0,6998.0,U0014,安徽,已完成
DD202401271,2024-11-01,拼多多,P010,小米 充电宝20000mAh ,129,5.0,645.0,,山东,已完成
DD202402758,2024-01-06,天猫,P005,荣耀 Magic6 ,¥3999,5.0,19995.0,U0062,辽宁,已完成
DD202400093,2024-10-09,抖音,P023,九阳破壁机,¥399,5.0,1995.0,U0156,江苏,待发货
DD202401644,2024-04-20,拼多多,P023,九阳破壁机,¥399,1.0,399.0,U0056,新疆,已完成
DD202402417,2024-05-24,抖音,P029,阿迪达斯运动外套,599,3.0,1797.0,U0171,江西,已发货
DD202400242,2024-02-27,拼多多,P042,农夫山泉 矿泉水,36,4.0,144.0,U0115,辽宁,已发货
DD202402503,2024-07-25,京东,P010,小米 充电宝20000mah,¥129,5.0,645.0,U0077,黑龙江,已完成
DD202402620,2024-02-16,拼多多,P010,小米 充电宝20000mAh,129,2.0,258.0,U0175,新疆,已完成
DD202401896,2024-06-06,天猫,P001,iPhone 15 128G,5999,2.0,11998.0,U0066,山西,已发货
DD202401088,,天猫,P022,苏泊尔电饭煲,299,5.0,1495.0,U0025,贵州,已完成
DD202401723,20240815,京东,P034,雅诗兰黛 小棕瓶,950,5.0,4750.0,U0180,云南,已完成
DD202400008,2024-05-01,天猫,P018,美的 1.5匹空调,¥2799,1.0,2799.0,U0002,湖北,已发货
DD202400341,2024-01-16,天猫,P018,美的 1.5匹空调,¥2799,5.0,13995.0,U0030,北京,已完成
DD202400978,2024-01-11,京东,P027,优衣库 圆领T恤,79,1.0,79.0,U0040,福建,已完成
DD202402606,2024-07-18,京东,P004,小米 14 12+256G,"4,299",4.0,17196.0,U0147,北京,已完成
DD202400697,2024-01-15,拼多多,P038,全棉时代 洗脸巾,49.9,4.0,99.8,U0131,江西,已完成
DD202402243,2024-08-15,拼多多,P030,南极人 棉袜5双装,29.9,5.0,149.5,U0083,天津,已完成
DD202402554,2024-09-09,天猫,P017,得力 文件夹,15.9,3.0,47.7,U0192,云南,待发货
DD202400804,2024-04-22,天猫,P015,华为平板 MatePad 11,¥2199,2.0,2199.0,U0169,福建,已完成
DD202401787,2024-09-29,拼多多,P019,海尔10kg滚筒洗衣机,1899,2.0,3798.0,U0183,浙江,已完成
DD202402985,2024-04-24,天猫,P048,公牛 插线板 ,49.9,2.0,99.8,U0089,吉林,已完成
DD202402376,2024-12-29,京东,P017,得力 文件夹,15.9,4.0,63.6,U0033,安徽,已发货
DD202402156,2024-01-29,拼多多,P003,华为 Mate 60 Pro,6999,3.0,20997.0,U0092,安徽,已发货
DD202400412,2024-12-08,抖音,P017,得力 文件夹,15.9,-3.0,-47.7,U0100,浙江,已退款
DD202400276,2024/7/12,拼多多,P040,三只松鼠 坚果礼盒,¥99,-1.0,-99.0,U0195,内蒙古,已退款
DD202400400,2024-02-06,抖音,P037,海飞丝 洗发水,59.9,3.0,,U0028,江西,已取消
DD202400362,2024/7/27,微信小程序,P005,荣耀Magic6,3999,3.0,11997.0,U0099,新疆,已完成
DD202402269,2024-02-20,拼多多,P024,戴森 V12 吸尘器,"3,290",5.0,16450.0,U0166,内蒙古,已发货
DD202401058,2024-12-03,京东,P013,戴尔 U2723QE 显示器,3499,2.0,6998.0,U0036,湖南,已完成
DD202402059,2024-02-04,拼多多,P045,金龙鱼 食用油5L,89.9,2.0,179.8,U0198,青海,已发货
DD202402528,2024-03-17,京东,P004,小米 14 12+256G,,5.0,,U0019,湖北,已完成
DD202402514,2024/7/27,微信小程序,P043,星巴克 咖啡豆,¥128,3.0,384.0,U0016,河北,已取消
DD202402476,2024-04-30,微信小程序,P050,宜家 收纳箱 ,¥69,2.0,138.0,U0185,河北,已发货
DD202401077,20240903,微信小程序,P026,小米电视 65寸,2999,1.0,2999.0,U0093,山东,已完成
DD202401612,2024-08-07,天猫,P035,欧莱雅 洗面奶 ,129,4.0,516.0,U0151,安徽,已取消
DD202402540,2024-04-21,京东,P050,宜家 收纳箱,69,3.0,207.0,U0100,贵州,待发货
DD202400474,2024-08-11,拼多多,P026,小米电视 65寸,¥2999,4.0,11996.0,U0153,海南,已完成
DD202400557,2024-02-14,京东,P049,苏泊尔 炒锅,159,-2.0,-318.0,U0005,宁夏,已退款
DD202401370,2024-05-18,京东,P043,星巴克 咖啡豆,¥128,1.0,128.0,U0093,上海,已完成
DD202402712,2024-04-11,天猫,P039,完美日记 口红,89,2.0,178.0,U0191,云南,已发货
DD202401160,2024-06-15,微信小程序,P048,公牛 插线板,49.9,5.0,249.5,U0111,湖北,已完成
DD202401780,2024/11/1,微信小程序,P001,iPhone 15 128G ,"5,999",1.0,5999.0,U0129,广西,已完成
DD202402938,2024/8/10,天猫,P019,海尔 10kg 滚筒洗衣机,"1,899",5.0,9495.0,U0081,,待发货
DD202402692,2024-05-16,拼多多,P031,波司登 羽绒服,¥1299,2.0,2598.0,U0195,福建,已完成
DD202401952,2024-12-29,拼多多,P005,荣耀 Magic6,¥3999,5.0,19995.0,U0172,云南,已发货
DD202402946,2024-07-21,京东,P035,欧莱雅 洗面奶,129,2.0,258.0,U0071,福建,已发货
DD202402036,2024/7/8,天猫,P035,欧莱雅 洗面奶,129,-3.0,-387.0,U0088,天津,已退款
DD202401224,2024-11-18,京东,P029,阿迪达斯 运动外套,599,4.0,1198.0,U0081,湖北,已完成
DD202401150,2024-04-28,拼多多,P022,苏泊尔电饭煲,299,2.0,598.0,U0030,宁夏,已发货
DD202400599,2024-02-23,微信小程序,P012,机械键盘 87键,199,2.0,398.0,U0062,青海,已完成
DD202401404,2024-05-27,天猫,P004,小米 14 12+256G,¥4299,4.0,17196.0,U0149,甘肃,已完成
DD202400687,2024-10-10,天猫,P018,美的 1.5匹空调,"2,799",3.0,8397.0,U0138,浙江,已取消
DD202401892,20241112,天猫,P008,索尼 wh-1000xm5 耳机,2399,-1.0,-2399.0,U0022,内蒙古,已退款
DD202401836,20240826,抖音,P032,太平鸟 牛仔裤,259,4.0,1036.0,U0098,宁夏,已完成
DD202400215,2024-06-11,拼多多,P029,阿迪达斯 运动外套 ,599,3.0,1797.0,U0129,河北,已完成
DD202400169,2024-03-04,京东,P010,小米充电宝20000mAh,129,2.0,258.0,U0088,甘肃,已完成
DD202402971,2024-06-14,天猫,P036,云南白药牙膏,39.9,2.0,79.8,U0033,安徽,已取消
DD202402708,2024-01-02,天猫,P015,华为平板 matepad 11,2199,5.0,10995.0,U0094,福建,已完成
DD202402166,2024-03-11,天猫,P031,波司登羽绒服,1299,-3.0,-3897.0,U0057,山西,已退款
DD202401701,2024-12-12,拼多多,P033,兰蔻 小黑瓶精华,¥760,1.0,760.0,U0102,河北,已完成
DD202402275,2024-06-08,抖音,P033,兰蔻 小黑瓶精华,,1.0,,,海南,已完成
DD202400488,2024-11-02,拼多多,P019,海尔 10kg 滚筒洗衣机,¥1899,4.0,7596.0,U0145,陕西,已完成
DD202401757,2024-05-17,微信小程序,P050,宜家 收纳箱,69,1.0,69.0,U0186,浙江,已完成
DD202402283,2024/12/6,京东,P029,阿迪达斯 运动外套,599,5.0,2995.0,U0088,湖北,已取消
DD202400533,2024/1/16,抖音,P039,完美日记 口红,¥89,3.0,267.0,U0179,吉林,已完成
DD202401051,2024-11-05,天猫,,格力 电风扇,199,2.0,398.0,U0079,天津,待发货
DD202400280,2024-05-05,京东,P043,星巴克 咖啡豆,128,1.0,128.0,U0014,海南,已完成
DD202400671,2024/5/19,天猫,P041,蒙牛 纯牛奶24盒,69.9,,,U0056,山西,已完成
DD202400223,2024-07-23,天猫,P048,公牛插线板,49.9,3.0,149.7,U0063,安徽,已完成
DD202402090,2024-05-30,拼多多,P021,米家扫地机器人,¥1599,5.0,7995.0,U0082,山西,已完成
DD202402667,2024-06-21,微信小程序,P024,戴森 V12 吸尘器 ,3290,3.0,9870.0,U0176,宁夏,已发货
DD202400674,2024-08-23,京东,P036,云南白药牙膏,¥39.9,5.0,199.5,U0076,宁夏,已完成
DD202400351,20241105,天猫,P005,荣耀 Magic6,¥3999,1.0,3999.0,U0159,吉林,已完成
DD202401948,2024-06-09,天猫,P009,小米手环8,249,2.0,498.0,U0107,甘肃,已完成
DD202401294,2024-03-19,天猫,P044,良品铺子零食大礼包,139,3.0,417.0,U0159,天津,已发货
DD202400790,2024-07-08,京东,P004,小米 14 12+256g,¥4299,1.0,4299.0,U0037,安徽,已完成
DD202402413,2024-02-23,微信小程序,P019,海尔 10kg 滚筒洗衣机,¥1899,1.0,1899.0,U0170,山西,已发货
